family	status	logical_key	baseline_lookup_key_digest	current_lookup_key_digest	baseline_setup_fields	current_setup_fields	baseline_first_direct_setup_capacity	current_first_direct_setup_capacity	baseline_proof_bytes	current_proof_bytes	baseline_levels	current_levels	baseline_row_digest	current_row_digest	baseline_policy	current_policy
fp128_dense_multi_chunk	changed	final=16:1;precommitted=	619d5acd56307a5aff5911635e36969a167028482b33cc55f9f90598a55554be	619d5acd56307a5aff5911635e36969a167028482b33cc55f9f90598a55554be	327680	655360	262144	65536	76116	74660	7	7	fc449546cb1e45cec482fb145129d9214385288ad70aaf002c19b4df6efcae74	f48ceafc424d56e5d7e5f18885cab400131c5bce34e03b52e11587304cdb9d0a	L0[chunks=8@2,eor=0,in=65536,out=2079104;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L1[chunks=8@2,eor=0,in=2079104,out=1801728;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L2[chunks=1@0,eor=0,in=1801728,out=579072;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=579072,out=345600;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L4[chunks=1@0,eor=0,in=345600,out=222720;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/L5[chunks=1@0,eor=0,in=222720,out=122112;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/T[method=ET,src=legacy,eor=0,input=122112,dA=64,sec=L2]	L0[chunks=8@2,eor=0,in=65536,out=3671488;witness=PACK,s=64,h=8,partial=64,quotient=64,src=canonical,dA=512,sec=Linf]/L1[chunks=8@2,eor=0,in=3671488,out=2877888;witness=PACK,s=256,h=1,partial=256,quotient=256,src=canonical,dA=256,sec=Linf]/L2[chunks=1@0,eor=0,in=2877888,out=932160;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=932160,out=466368;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/L4[chunks=1@0,eor=0,in=466368,out=255488;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/L5[chunks=1@0,eor=0,in=255488,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=128768,dA=64,sec=L2]
fp128_onehot	changed	final=12:1;precommitted=	7cea46be72a904b2bacfbccb7a070499ba20889044145649c3db3f45a73dc084	7cea46be72a904b2bacfbccb7a070499ba20889044145649c3db3f45a73dc084	65536	49152	65536	8192	71604	40992	3	2	c0b7844fa6760bfe2bf27cbf0a6aba6df248df0a7c8493e229bfd35c88d82cbf	fba7183b9cf68fb898c35446f3cb9935b73231455efdcbd98bd67a7d2e596cee	L0[chunks=1@0,eor=0,in=4096,out=122176;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L1[chunks=1@0,eor=0,in=122176,out=120512;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/T[method=ET,src=legacy,eor=0,input=120512,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=4096,out=67904;witness=PACK,s=64,h=1,partial=64,quotient=64,src=canonical,dA=64,sec=Linf]/T[method=ET,src=canonical,eor=0,input=67904,dA=64,sec=Linf]
fp128_onehot	changed	final=14:1;precommitted=	235fdc37cb4e83e243a17cafde8597967ef2316443a2656dee73a57dc55cac8e	235fdc37cb4e83e243a17cafde8597967ef2316443a2656dee73a57dc55cac8e	65536	49152	32768	16384	71604	40992	3	2	2d0dae31333a08ad29310ae156015ba92a9e62c3ecec85c77691e759078df4b1	07e7a1ba6e8eeb23b162388a4d5f0204fcaa3080f67660a99992a5bd18fec605	L0[chunks=1@0,eor=0,in=16384,out=124288;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=256,sec=Linf]/L1[chunks=1@0,eor=0,in=124288,out=120512;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/T[method=ET,src=legacy,eor=0,input=120512,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=16384,out=69312;witness=PACK,s=128,h=1,partial=128,quotient=128,src=canonical,dA=128,sec=Linf]/T[method=ET,src=canonical,eor=0,input=69312,dA=64,sec=Linf]
fp128_onehot	changed	final=14:2;precommitted=	8a40a8595c14901ece876c6c020dbcdba59bed81270cf9431da74003d3a138aa	8a40a8595c14901ece876c6c020dbcdba59bed81270cf9431da74003d3a138aa	65536	49152	32768	32768	71716	49184	3	2	82ccf1b8ed84a217d92143887c209acbdc192bd5d0ed9d58355bcacb976d552c	3d555b57a681561a901ef04309ff42aaa52dcc63d19bb4dc0e8268816c03cd85	L0[chunks=1@0,eor=0,in=16384,out=137984;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=128,sec=Linf]/L1[chunks=1@0,eor=0,in=137984,out=127552;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/T[method=ET,src=legacy,eor=0,input=127552,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=16384,out=110464;witness=PACK,s=64,h=1,partial=64,quotient=64,src=canonical,dA=64,sec=Linf]/T[method=ET,src=canonical,eor=0,input=110464,dA=64,sec=Linf]
fp128_onehot	changed	final=15:1;precommitted=	fe784ff5321ce50dc781655bbe7fc9a71f08d9527d5445702d0e8e2a2d41fc87	fe784ff5321ce50dc781655bbe7fc9a71f08d9527d5445702d0e8e2a2d41fc87	65536	49152	32768	16384	71604	40992	3	2	3434da56a95a9fccb296c0be40e3e8453e9984d8811165bf34a3271bc2cd1072	d7728a5bbbdef2b1b9f292377bac47f97bcc36dc22639d4d8d6d27abf4aea395	L0[chunks=1@0,eor=0,in=32768,out=121472;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=256,sec=Linf]/L1[chunks=1@0,eor=0,in=121472,out=120512;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/T[method=ET,src=legacy,eor=0,input=120512,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=32768,out=77504;witness=PACK,s=128,h=1,partial=128,quotient=128,src=canonical,dA=128,sec=Linf]/T[method=ET,src=canonical,eor=0,input=77504,dA=64,sec=Linf]
fp128_onehot	changed	final=15:4;precommitted=	68fb5e2e5571f333ccc18953a6f62b93350179816ef43b814506341ba44a8ef1	68fb5e2e5571f333ccc18953a6f62b93350179816ef43b814506341ba44a8ef1	65536	131072	65536	65536	72584	68380	4	5	5768593f08ff7fb818eb64a8567ec84b5d8b67327b518d879400e84a0cbb2103	c478e2ed9894d07e3f394d0dc417d010de947da3b565baac22bbde41014c19f2	L0[chunks=1@0,eor=0,in=32768,out=170880;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L1[chunks=1@0,eor=0,in=170880,out=141632;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L2[chunks=1@0,eor=0,in=141632,out=105984;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/T[method=ET,src=legacy,eor=0,input=105984,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=32768,out=311232;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf]/L1[chunks=1@0,eor=0,in=311232,out=307264;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf]/L2[chunks=1@0,eor=0,in=307264,out=237056;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=237056,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=128768,dA=64,sec=L2]
fp128_onehot	changed	final=16:1;precommitted=	619d5acd56307a5aff5911635e36969a167028482b33cc55f9f90598a55554be	619d5acd56307a5aff5911635e36969a167028482b33cc55f9f90598a55554be	65536	131072	32768	16384	71604	64656	3	2	3273a7dc1f50eb9ed1fff99b14ff607109be4be76cfbc0c8da71d9430c7aa3c3	734268ecfd087bc796e8db26491b58c8fde8b3c7e92239de04416561be8f5cce	L0[chunks=1@0,eor=0,in=65536,out=126912;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=256,sec=Linf]/L1[chunks=1@0,eor=0,in=126912,out=120512;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/T[method=ET,src=legacy,eor=0,input=120512,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=65536,out=162496;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf]/T[method=ET,src=canonical,eor=0,input=162496,dA=64,sec=Linf]
fp128_onehot	changed	final=16:1;precommitted=14:1	fd5b43a5a4fa07141c25e09fb0595b4813bf504f3666276b7fc4d711ce6a7cbe	15c58f3a46f09f871fa50008b3b88d09e7f77f8631555a6b279cf297e4400c66	65536	131072	65536	32768	71912	68380	4	5	cb9ece0b0f1a82892123a8adf28ebfda41f96f3bf0a92db60a503241e7922bd0	9e7a6fee423f74a87a1f3fc1f5cebc753f740799711a25449529fe6001186f4b	L0[chunks=1@0,eor=0,in=65536,out=193280;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=128,sec=Linf]/L1[chunks=1@0,eor=0,in=193280,out=160512;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=128,sec=Linf]/L2[chunks=1@0,eor=0,in=160512,out=113024;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/T[method=ET,src=legacy,eor=0,input=113024,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=65536,out=316928;witness=PACK,s=64,h=8,partial=64,quotient=64,src=canonical,dA=512,sec=Linf;pre0=PACK,s=128,h=1,partial=128,quotient=128,src=canonical,dA=128,sec=Linf]/L1[chunks=1@0,eor=0,in=316928,out=307264;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf]/L2[chunks=1@0,eor=0,in=307264,out=237056;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=237056,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=128768,dA=64,sec=L2]
fp128_onehot	changed	final=16:1;precommitted=14:1,15:2	df692d20a81ceabe0cdbfb009f1aa773d14277123c002374b74fe7251c32944a	6e8d80a51e305206b5109bb402473eebfc85e729ded38ff23d3d76d9add70e1a	203648	131072	262144	65536	79984	71036	6	5	b029a417a4ce9ab0c17d40072881b6ac2e014698713ef3f4d50b2973ba0255f0	3e99d6da8bab7a0bc11619c2af6871340e91f60b1b38bd3ff2559d1a913f4eb1	L0[chunks=1@0,eor=0,in=65536,out=1040128;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L1[chunks=1@0,eor=0,in=1040128,out=375040;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L2[chunks=1@0,eor=0,in=375040,out=253184;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=253184,out=198272;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/L4[chunks=1@0,eor=0,in=198272,out=114432;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/T[method=ET,src=legacy,eor=0,input=114432,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=65536,out=1070592;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf;pre0=PACK,s=128,h=1,partial=128,quotient=128,src=canonical,dA=128,sec=Linf;pre1=PACK,s=64,h=8,partial=64,quotient=64,src=canonical,dA=512,sec=Linf]/L1[chunks=1@0,eor=0,in=1070592,out=454144;witness=PACK,s=128,h=2,partial=128,quotient=128,src=canonical,dA=256,sec=Linf]/L2[chunks=1@0,eor=0,in=454144,out=256000;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=256000,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=128768,dA=64,sec=L2]
fp128_onehot	added	final=16:1;precommitted=14:1;producer_contracts=balanced(bound=65)	-	2b50f04979b49cc5e58f42b17fc36cc0d5316cb80d9a0edd2cbbf34a4ba04611	-	131072	-	32768	-	69132	-	5	-	e4a2985926936a6ec1abb6f86e06e617d09094791f689c320def30e80db62a43	-	L0[chunks=1@0,eor=0,in=65536,out=591872;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf;pre0=PACK,s=64,h=8,partial=64,quotient=64,src=canonical,dA=512,sec=Linf]/L1[chunks=1@0,eor=0,in=591872,out=386560;witness=PACK,s=256,h=1,partial=256,quotient=256,src=canonical,dA=256,sec=Linf]/L2[chunks=1@0,eor=0,in=386560,out=257536;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=257536,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=128768,dA=64,sec=L2]
fp128_onehot	changed	final=16:2;precommitted=	1d3119b577401489425a46a52a8368829ffee0287db544156fcb790c4c1190e1	1d3119b577401489425a46a52a8368829ffee0287db544156fcb790c4c1190e1	65536	131072	65536	32768	71912	68764	4	5	d882c57c3d58658a272717eca4d4a82cf42112e2a391c37551fc83f11330f3a0	c16a3918c3704edc7ff9402813058443bb844763d3d0012a98d14e51190163b5	L0[chunks=1@0,eor=0,in=65536,out=176192;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=128,sec=Linf]/L1[chunks=1@0,eor=0,in=176192,out=160512;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=128,sec=Linf]/L2[chunks=1@0,eor=0,in=160512,out=113024;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/T[method=ET,src=legacy,eor=0,input=113024,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=65536,out=217536;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf]/L1[chunks=1@0,eor=0,in=217536,out=216576;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf]/L2[chunks=1@0,eor=0,in=216576,out=206336;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=206336,out=122112;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=122112,dA=64,sec=L2]
fp128_onehot	changed	final=18:1;precommitted=	0a64fd27f49046793d7d00ee8c2bda3757f24e60e86752300778d44cd119e709	0a64fd27f49046793d7d00ee8c2bda3757f24e60e86752300778d44cd119e709	65536	131072	65536	32768	76780	68380	5	5	bd135690387bbe315ea1e8169e59ccf5254f46190ca62ab48459cdb88de1bead	bc4e9dfe8926946de17678cd55100c90f07d98df830f227b243124843f64b2cb	L0[chunks=1@0,eor=0,in=262144,out=253184;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=128,sec=Linf]/L1[chunks=1@0,eor=0,in=253184,out=165952;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=128,sec=Linf]/L2[chunks=1@0,eor=0,in=165952,out=141632;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=141632,out=105984;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/T[method=ET,src=legacy,eor=0,input=105984,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=262144,out=393152;witness=PACK,s=64,h=8,partial=64,quotient=64,src=canonical,dA=512,sec=Linf]/L1[chunks=1@0,eor=0,in=393152,out=378816;witness=PACK,s=256,h=1,partial=256,quotient=256,src=canonical,dA=256,sec=Linf]/L2[chunks=1@0,eor=0,in=378816,out=257536;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=257536,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=128768,dA=64,sec=L2]
fp128_onehot	changed	final=20:1;precommitted=	7e615f063166da9e18d6e9eacc305f7128e85099f64b8b48278e935e02e876fe	7e615f063166da9e18d6e9eacc305f7128e85099f64b8b48278e935e02e876fe	131072	131072	131072	65536	75264	68380	6	5	bf08100984a377276787864d54af0cc3fe4a90490e6f35c045a6125815a7a1ae	fbbaaf5d7446e3b6c0e077f549ed21817bc1c7f26c4396ecf58a213ca3406d16	L0[chunks=1@0,eor=0,in=1048576,out=450816;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=128,sec=Linf]/L1[chunks=1@0,eor=0,in=450816,out=356800;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=128,sec=Linf]/L2[chunks=1@0,eor=0,in=356800,out=190464;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=190464,out=159872;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/L4[chunks=1@0,eor=0,in=159872,out=97536;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/T[method=ET,src=legacy,eor=0,input=97536,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=1048576,out=425920;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf]/L1[chunks=1@0,eor=0,in=425920,out=345728;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf]/L2[chunks=1@0,eor=0,in=345728,out=247296;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=247296,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=128768,dA=64,sec=L2]
fp128_onehot	changed	final=20:1;precommitted=14:1	5b7c8ea7c48cf867066408cd3514bf1be0969397a302d7e0e904a95642bcfcc0	d49772b96424aa5f2abd32b1106afeebabced09dc53367ef9113e4f036c7c67b	131072	131072	131072	65536	77168	68380	6	5	47e2465f2de512854e34bc1e2c79309b8e5c60f403a570d0f4cd7e0fc3b33350	4e7313cddea7ddace3987e5e3fe4fe7fab9f8dc8f0264bcf04b11421c29cca21	L0[chunks=1@0,eor=0,in=1048576,out=587776;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=256,sec=Linf]/L1[chunks=1@0,eor=0,in=587776,out=444864;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=256,sec=Linf]/L2[chunks=1@0,eor=0,in=444864,out=193664;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=193664,out=159872;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/L4[chunks=1@0,eor=0,in=159872,out=97536;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/T[method=ET,src=legacy,eor=0,input=97536,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=1048576,out=481280;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf;pre0=PACK,s=128,h=1,partial=128,quotient=128,src=canonical,dA=128,sec=Linf]/L1[chunks=1@0,eor=0,in=481280,out=390272;witness=PACK,s=64,h=1,partial=64,quotient=64,src=canonical,dA=64,sec=Linf]/L2[chunks=1@0,eor=0,in=390272,out=257536;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=257536,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=128768,dA=64,sec=L2]
fp128_onehot	changed	final=20:1;precommitted=14:2	288137ab128e4e4c2d1347efe4c301fc0d3a190dbeda003cebcbaefaf807a4e5	39946534944f09f8d2edc80219ad21c953f370628d7fd213cdf8cc0a603839f6	131072	131072	131072	65536	77168	68380	6	5	383b3d4d4b9122d6d29bef76447d87555b730dd40d212f3ec77e44b14552828f	99f6f2741b1575c0fce98ae6b7de60346441f627359111908727a5158fe784e5	L0[chunks=1@0,eor=0,in=1048576,out=612352;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=256,sec=Linf]/L1[chunks=1@0,eor=0,in=612352,out=406336;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=128,sec=Linf]/L2[chunks=1@0,eor=0,in=406336,out=185344;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=185344,out=159872;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/L4[chunks=1@0,eor=0,in=159872,out=97536;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/T[method=ET,src=legacy,eor=0,input=97536,dA=64,sec=Linf]	L0[chunks=1@0,eor=0,in=1048576,out=522496;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf;pre0=PACK,s=64,h=1,partial=64,quotient=64,src=canonical,dA=64,sec=Linf]/L1[chunks=1@0,eor=0,in=522496,out=384256;witness=PACK,s=128,h=2,partial=128,quotient=128,src=canonical,dA=256,sec=Linf]/L2[chunks=1@0,eor=0,in=384256,out=257536;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=257536,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=128768,dA=64,sec=L2]
fp128_onehot	changed	final=20:2;precommitted=	024daea0560fa394f9aaded7cdd706e307cff8e2828bed1c0d981aefbbbf6ef4	024daea0560fa394f9aaded7cdd706e307cff8e2828bed1c0d981aefbbbf6ef4	176128	131072	262144	131072	71552	68492	6	5	9c79a04882d21006568c52e8e30726d08d2915ce4872b6dc980396aa1d558de4	4bf4163097e15abe7557ff19d35162f7468b22ebf4a762cdf417d009dfd32aa5	L0[chunks=1@0,eor=0,in=1048576,out=664512;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=256,sec=Linf]/L1[chunks=1@0,eor=0,in=664512,out=488896;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=256,sec=Linf]/L2[chunks=1@0,eor=0,in=488896,out=321024;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=321024,out=259584;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L4[chunks=1@0,eor=0,in=259584,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/T[method=ET,src=legacy,eor=0,input=128768,dA=64,sec=L2]	L0[chunks=1@0,eor=0,in=1048576,out=535104;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf]/L1[chunks=1@0,eor=0,in=535104,out=389824;witness=PACK,s=128,h=1,partial=128,quotient=128,src=canonical,dA=128,sec=Linf]/L2[chunks=1@0,eor=0,in=389824,out=257536;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=257536,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=128768,dA=64,sec=L2]
fp128_onehot	changed	final=20:2;precommitted=14:1	217123141afb924f9c36e224846d2ab7fb0d77793df978cde6f61db5ce129a2f	5f2074a17d848c77b8b28057a3f700c09f767c5d1f27091eb719fd8d5863d2b6	198144	131072	262144	131072	71232	69132	6	5	e5abfd3ffec615ceebe1470080714fb994238afddb0fe16304603cda2d4fddeb	5f5803c3e774ba8391fa934e7c303d18dccf4a3bf29fc04a578f00d7ec117640	L0[chunks=1@0,eor=0,in=1048576,out=763904;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=256,sec=Linf]/L1[chunks=1@0,eor=0,in=763904,out=450304;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=128,sec=Linf]/L2[chunks=1@0,eor=0,in=450304,out=406848;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=406848,out=239104;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/L4[chunks=1@0,eor=0,in=239104,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=legacy,dA=64,sec=L2]/T[method=ET,src=legacy,eor=0,input=128768,dA=64,sec=L2]	L0[chunks=1@0,eor=0,in=1048576,out=766976;witness=PACK,s=64,h=4,partial=64,quotient=64,src=canonical,dA=256,sec=Linf;pre0=PACK,s=128,h=1,partial=128,quotient=128,src=canonical,dA=128,sec=Linf]/L1[chunks=1@0,eor=0,in=766976,out=390656;witness=PACK,s=64,h=1,partial=64,quotient=64,src=canonical,dA=64,sec=Linf]/L2[chunks=1@0,eor=0,in=390656,out=257536;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=Linf]/L3[chunks=1@0,eor=0,in=257536,out=128768;witness=ET,s=-,h=-,partial=-,quotient=-,src=canonical,dA=64,sec=L2]/T[method=ET,src=canonical,eor=0,input=128768,dA=64,sec=L2]
